TIMESTAMP,TICKER,PRICE,VOLUME
2026-08-06 09:30:00-04:00,AAPL,314.67999267578125,1639773
2026-08-06 09:30:00-04:00,GOOGL,362.4433898925781,1588001
2026-08-06 09:30:00-04:00,AMZN,273.4700012207031,1486813
2026-08-06 09:30:00-04:00,NVDA,220.9949951171875,5461259
2026-08-06 09:30:00-04:00,MSFT,490.1600036621094,1341576
2026-08-06 09:30:00-04:00,TSLA,316.8299865722656,1102316
2026-08-06 09:31:00-04:00,NVDA,221.71499633789062,551696
2026-08-06 09:31:00-04:00,AAPL,315.7300109863281,206049
2026-08-06 09:31:00-04:00,GOOGL,361.56500244140625,143397
2026-08-06 09:31:00-04:00,AMZN,274.2799987792969,187749
2026-08-06 09:31:00-04:00,MSFT,490.6600036621094,144863
2026-08-06 09:31:00-04:00,TSLA,316.31500244140625,209245
2026-08-06 09:32:00-04:00,TSLA,316.6700134277344,145985
2026-08-06 09:32:00-04:00,NVDA,220.63999938964844,613020
2026-08-06 09:32:00-04:00,GOOGL,362.32501220703125,102330
2026-08-06 09:32:00-04:00,MSFT,489.4692077636719,167286
2026-08-06 09:32:00-04:00,AAPL,315.216796875,252619
2026-08-06 09:32:00-04:00,AMZN,273.0675048828125,127678
2026-08-06 09:33:00-04:00,NVDA,220.8502960205078,460340
2026-08-06 09:33:00-04:00,AAPL,314.69000244140625,262739
2026-08-06 09:33:00-04:00,MSFT,490.6199951171875,97691
2026-08-06 09:33:00-04:00,AMZN,273.81768798828125,109418
2026-08-06 09:33:00-04:00,GOOGL,362.75,113434
2026-08-06 09:33:00-04:00,TSLA,317.0899963378906,141849
2026-08-06 09:34:00-04:00,AAPL,314.42999267578125,298815
2026-08-06 09:34:00-04:00,AMZN,273.7200012207031,83031
2026-08-06 09:34:00-04:00,NVDA,222.2050018310547,1045905
2026-08-06 09:34:00-04:00,GOOGL,363.6600036621094,148140
2026-08-06 09:34:00-04:00,MSFT,489.6000061035156,136578
2026-08-06 09:34:00-04:00,TSLA,318.0899963378906,211309
2026-08-06 09:35:00-04:00,GOOGL,363.8301086425781,127350
2026-08-06 09:35:00-04:00,MSFT,492.6300048828125,150803
2026-08-06 09:35:00-04:00,TSLA,318.0899963378906,164501
2026-08-06 09:35:00-04:00,AMZN,274.7699890136719,219268
2026-08-06 09:35:00-04:00,NVDA,222.81500244140625,1692619
2026-08-06 09:35:00-04:00,AAPL,314.36370849609375,162959
2026-08-06 09:36:00-04:00,AAPL,313.9100036621094,261803
2026-08-06 09:36:00-04:00,AMZN,274.5199890136719,116186
2026-08-06 09:36:00-04:00,NVDA,223.34500122070312,935265
2026-08-06 09:36:00-04:00,TSLA,318.69000244140625,120216
2026-08-06 09:36:00-04:00,GOOGL,363.7099914550781,118813
2026-08-06 09:36:00-04:00,MSFT,492.9549865722656,161242
2026-08-06 09:37:00-04:00,AAPL,313.57000732421875,116766
2026-08-06 09:37:00-04:00,NVDA,223.33999633789062,578303
2026-08-06 09:37:00-04:00,GOOGL,363.3800048828125,113972
2026-08-06 09:37:00-04:00,MSFT,494.5799865722656,134038
2026-08-06 09:37:00-04:00,AMZN,275.0899963378906,153837
2026-08-06 09:37:00-04:00,TSLA,318.6000061035156,92261
2026-08-06 09:38:00-04:00,NVDA,222.99989318847656,681811
2026-08-06 09:38:00-04:00,AMZN,275.2699890136719,127833
2026-08-06 09:38:00-04:00,TSLA,318.79998779296875,129740
2026-08-06 09:38:00-04:00,AAPL,314.239990234375,147192
2026-08-06 09:38:00-04:00,MSFT,493.6099853515625,142074
2026-08-06 09:38:00-04:00,GOOGL,363.1000061035156,108978
2026-08-06 09:39:00-04:00,AAPL,313.94000244140625,141144
2026-08-06 09:39:00-04:00,NVDA,222.61000061035156,533063
2026-08-06 09:39:00-04:00,GOOGL,362.0450134277344,114473
2026-08-06 09:39:00-04:00,MSFT,493.0899963378906,122436
2026-08-06 09:39:00-04:00,TSLA,319.0450134277344,92069
2026-08-06 09:39:00-04:00,AMZN,274.6400146484375,158721
2026-08-06 09:40:00-04:00,GOOGL,361.2699890136719,111692
2026-08-06 09:40:00-04:00,AAPL,314.0849914550781,115964
2026-08-06 09:40:00-04:00,AMZN,273.9100036621094,168615
2026-08-06 09:40:00-04:00,MSFT,492.8240051269531,106113
2026-08-06 09:40:00-04:00,NVDA,223.36000061035156,691234
2026-08-06 09:40:00-04:00,TSLA,319.0050048828125,196174
2026-08-06 09:41:00-04:00,TSLA,318.6700134277344,99787
2026-08-06 09:41:00-04:00,GOOGL,360.92999267578125,87695
2026-08-06 09:41:00-04:00,MSFT,493.19000244140625,75292
2026-08-06 09:41:00-04:00,NVDA,222.97999572753906,583247
2026-08-06 09:41:00-04:00,AMZN,274.2099914550781,85684
2026-08-06 09:41:00-04:00,AAPL,313.9700012207031,91848
2026-08-06 09:42:00-04:00,MSFT,493.7799987792969,85752
2026-08-06 09:42:00-04:00,AMZN,273.6499938964844,83975
2026-08-06 09:42:00-04:00,NVDA,222.25999450683594,569181
2026-08-06 09:42:00-04:00,AAPL,314.30999755859375,129255
2026-08-06 09:42:00-04:00,GOOGL,360.3800048828125,169204
2026-08-06 09:42:00-04:00,TSLA,318.239990234375,137934
2026-08-06 09:43:00-04:00,AAPL,314.9800109863281,184479
2026-08-06 09:43:00-04:00,AMZN,272.8999938964844,132685
2026-08-06 09:43:00-04:00,GOOGL,360.635009765625,85181
2026-08-06 09:43:00-04:00,MSFT,494.4100036621094,294709
2026-08-06 09:43:00-04:00,NVDA,222.30499267578125,538576
